Nombre,Direccion,Ciudad,Pais,Precio,Tipos_Cocina,Ideales,Valoracion
Young Art · Yong Ya He Xian (Tongzilin East Road),No. 1; 1 Tongzilin East Road; Wuhou; Chengdu; China Continental,Chengdu,China Continental,2,Cocina de Sichuan,Grupos,1
Xu's Cuisine,No. 1; Block 8; Building & Greenwich Plaza; 1 Wangjiang Road; Wuhou; Chengdu; China Continental,Chengdu,China Continental,2,Cocina de Sichuan,Familiar;Grupos,1
Hokkien Cuisine,No. 326; 3F; North Tower; Chinese Financial Center; 33 Jiaozi Avenue; Wuhou; Chengdu; China Continental,Chengdu,China Continental,2,Cocina de Fujian,Familiar;Grupos,1
Song,Shop 417; 4F; G.T. Land Plaza Winter; 16 Zhujiang East Road; Zhujiang New Town; Tianhe; Guangzhou; China Continental,Guangzhou,China Continental,1,Cocina de Sichuan,Familiar,1
Yu Garden,6 Tianshun Road; Huangpu; Guangzhou; China Continental,Guangzhou,China Continental,1,Cocina de Fujian,Familiar,1
Wisca (Haizhu),172 Binjiang West Road; Haizhu; Guangzhou; China Continental,Guangzhou,China Continental,1,Cantonesa,Merece la espera;Familiar,1
Chōwa,Shop C04-1; South Gate; The Canton Place; 46 Haifeng Road; Zhujiang New Town; Tianhe; Guangzhou; China Continental,Guangzhou,China Continental,3,Innovadora,Comer solo,1
Yong,Xi'an Garden; 18 Xuguyuan Road; Yuexiu; Guangzhou; 510000; China Continental,Guangzhou,China Continental,3,Cocina de Sichuan,Comer solo,1
Stiller,2F; LN Garden Hotel; 368 Huanshi East Road; Yuexiu; Guangzhou; China Continental,Guangzhou,China Continental,2,Europea,,1
Lingnan House,5F; Rosewood Hotel; 6 Zhujiang East Road; Tianhe; Guangzhou; China Continental,Guangzhou,China Continental,2,Cantonesa,Romántico,1
Hongtu Hall,2F; White Swan Hotel; 1 Shamian South Street; Liwan; Guangzhou; China Continental,Guangzhou,China Continental,1,Dim Sum,Merece la espera,1
Imperial Treasure Fine Teochew Cuisine,L307; 3F; Taikoo Hui; 383 Tianhe Road; Tianhe; Guangzhou; China Continental,Guangzhou,China Continental,2,Chao Zhou,Familiar;Grupos,1
Suyab Courtyard・Pickmoon Gourmet,348 Yingbin Road; Panyu; Guangzhou; China Continental,Guangzhou,China Continental,3,Chao Zhou,Grupos,1
BingSheng Mansion (Xiancun Road),5F; Shoufu Mansion; 2 Xiancun Road; Zhujiang New Town; Tianhe; Guangzhou; China Continental,Guangzhou,China Continental,2,Cantonesa,Grupos,1
Lei Garden (Yuexiu),4F; Yi An Plaza; 33 Jianshe Sixth Road; Yuexiu; Guangzhou; China Continental,Guangzhou,China Continental,1,Cantonesa,Familiar,1
Yu Yue Heen,2F; Four Seasons Hotel; 5 Zhujiang West Road; Zhujiang New Town; Tianhe; Guangzhou; China Continental,Guangzhou,China Continental,3,Cantonesa,,1
Jade River,3F; White Swan Hotel; 1 Shamian South Street; Liwan; Guangzhou; China Continental,Guangzhou,China Continental,2,Cantonesa,Familiar,1
Lai Heen,3F; The Ritz-Carlton Hotel; 3 Xing An Road; Zhujiang New Town; Tianhe; Guangzhou; China Continental,Guangzhou,China Continental,2,Cantonesa,,1
Xin Ji,270 Changdi Damalu; Yuexiu; Guangzhou; China Continental,Guangzhou,China Continental,1,Cantonesa,Familiar;Cocina local,1
BingSheng Private Kitchen (Tianhe East Road),178 Tianhe East Road; Tianhe; Guangzhou; China Continental,Guangzhou,China Continental,2,Cantonesa,Grupos,1
Jamavar,Address Residences; Opera District; Downtown Dubai; Dubái; Dubai,Dubái,Dubai,2,Hindú,,1
CTC Urban Gastronomy,15 Plateon Street; Atenas; 10435; Grecia,Atenas,Grecia,2,Moderna,Terraza agradable;Romántico,1
Lutum,Markt 15; Wijk bij Duurstede; 3961 BC; Holanda,Wijk bij Duurstede,Holanda,2,Creativa; Bio,Productos locales,1
LÚ Cocina y Alma,Zaragoza 2; Jerez de la Frontera; 11402; España,Jerez de la Frontera,España,3,Moderna,Un clásico,2
Bardal,José Aparicio 1; Ronda; 29400; España,Ronda,España,3,Creativa,,2
Alevante by Ángel León,Amílcar Barca; Chiclana de la Frontera; 11130; España,Chiclana de la Frontera,España,3,Creativa,Romántico,2
Skina,Cánovas del Castillo 9; Marbella; 29601; España,Marbella,España,3,Moderna,,2
Vila Joya,Estrada da Galé; Albufeira; 8200-416; Portugal,Albufeira,Portugal,3,Moderna,Terraza agradable;Romántico,2
Ocean,Rua Anneliese Pohl - Alporchinhos; Porches; 8400-450; Portugal,Porches,Portugal,3,Creativa,Mesa del chef;Romántico,2
Fifty Seconds,Cais das Naus; Lisboa; 1990-173; Portugal,Lisboa,Portugal,3,Creativa,Un clásico;Romántico,2
Belcanto,Rua Serpa Pinto 10A; Lisboa; 1200-026; Portugal,Lisboa,Portugal,3,Creativa; Portuguesa,Un clásico,2
Iván Cerdeño,Cigarral del Ángel; Toledo; 45004; España,Toledo,España,3,Moderna,Un clásico;Romántico,2
Henrique Sá Pessoa,Travessa da Légua De Póvoa 11; Corpo 3; Bloco B; Loja L - Páteo Bagatela; Lisboa; 1250-138; Portugal,Lisboa,Portugal,3,Creativa,Mesa del chef;Romántico,2
Deessa,Plaza de la Lealtad 5; Madrid; 28014; España,Madrid,España,3,Creativa,Un clásico,2
Ramón Freixa Atelier,Velázquez 24; Madrid; 28001; España,Madrid,España,3,Creativa,Romántico;Comer solo,2
DSTAgE,Regueros 8; Madrid; 28004; España,Madrid,España,3,Creativa,Romántico;Familiar,2
Paco Roncero,Alcalá 15; Madrid; 28014; España,Madrid,España,3,Creativa,Terraza agradable,2
Coque,Marqués de Riscal 11; Madrid; 28010; España,Madrid,España,3,Creativa,Romántico,2
Smoked Room,Paseo de la Castellana 57; Madrid; 28046; España,Madrid,España,3,Actual,Mesa del chef,2
Cabaña Buenavista,Calle Buenavista s/n - Urbanización Buenavista; El Palmar; 30120; España,El Palmar,España,3,Creativa,,2
Maralba,Violeta Parra 5; Almansa; 02640; España,Almansa,España,3,Actual; Europea tradicional,Un clásico,2
The Yeatman Gastronomic R.,Rua do Choupelo (Santa Marinha); Vila Nova de Gaia; 4400-088; Portugal,Vila Nova de Gaia,Portugal,3,Creativa,Romántico,2
Antiqvvm,Rua de Entre Quintas 220; Oporto; 4050-240; Portugal,Oporto,Portugal,3,Creativa,Terraza agradable,2
Casa de Chá da Boa Nova,Avenida da Liberdade; 1681; Leça da Palmeira; 4450-718; Portugal,Leça da Palmeira,Portugal,3,Moderna,Un clásico;Terraza agradable,2
L'Escaleta,Pujada Estació del Nord 205; Cocentaina; 03824; España,Cocentaina,España,3,Cocina mediterránea; Actual,Mesa del chef,2
Ricard Camarena,Avenida Burjassot 54; València; 46009; España,València,España,3,Creativa,Un clásico;Productos locales,2
Flores Raras,Correos 8-1º; València; 46002; España,València,España,3,Creativa,Romántico,2
BonAmb,Carretera de Benitachell 100; Xàbia; 03730; España,Xàbia,España,3,Creativa,,2
El Portal de Echaurren,Padre José García 19; Ezcaray; 26280; España,Ezcaray,España,3,Creativa; Moderna,Romántico,2
Pepe Vieira,Camiño da Serpe; Raxó; 36992; España,Raxó,España,3,Creativa,Productos locales,2
Culler de Pau,Reboredo 73; O Grove; 36980; España,O Grove,España,3,Creativa,Productos locales,2
Venta Moncalvillo,Carretera Medrano 6; Daroca de Rioja; 26373; España,Daroca de Rioja,España,3,Moderna,Productos locales,2
Retiro da Costiña,Avenida de Santiago 12; Santa Comba; 15840; España,Santa Comba,España,3,Moderna,,2
Molino de Urdániz,Carretera N 135; Urdaitz; 31698; España,Urdaitz,España,3,Creativa,,2
Mugaritz,Aldura Aldea 20 - Otzazulueta Baserria; Errenteria; 20100; España,Errenteria,España,3,Innovadora,Un clásico,2
Amelia by Paulo Airaudo,República Argentina 4; Donostia / San Sebastián; 20004; España,Donostia / San Sebastián,España,3,Creativa; Italo-Japonesa,Mesa del chef;Comer solo,2
La Boscana,Carretera Bell-lloc d'Urgell; Bellvís; 25142; España,Bellvís,España,3,Creativa,Terraza agradable,2
Ekaitza,15 quai Maurice-Ravel; Ciboure; 64500; Francia,Ciboure,Francia,3,Creativa; Moderna,Productos locales,2
Cinc Sentits,Entença 60; Barcelona; 08015; España,Barcelona,España,3,Actual,Mesa del chef,2
Enigma,Sepúlveda 38; Barcelona; 08015; España,Barcelona,España,3,Creativa,Tendencia,2
Mont Bar,Diputació 220; Barcelona; 08001; España,Barcelona,España,2,Creativa,,2
Aleia,Paseo de Gràcia 132; Barcelona; 08008; España,Barcelona,España,3,Creativa,,2
Voro,Urbanización Atalaya de Canyamel; Canyamel; 07589; España,Canyamel,España,3,Moderna,Romántico,2
Enoteca Paco Pérez,Marina 19; Barcelona; 08005; España,Barcelona,España,3,Moderna,Romántico,2
Le Skiff Club,Hôtel Ha(a)ïtza; 1 avenue Louis-Gaume; Pyla-sur-Mer; 33115; Francia,Pyla-sur-Mer,Francia,3,Moderna,,2
Les Cols,Carretera de la Canya; Olot; 17800; España,Olot,España,3,Creativa,,2
Bo.TiC,Avenida Costa brava 6; Corçà; 17121; España,Corçà,España,3,Creativa; Cocina mediterránea,Mesa del chef,2
Lalique,1707 route des Gourgues; Bommes; 33210; Francia,Bommes,Francia,3,Moderna,Grupos;Productos locales,2
Py-r,19 descente de la Halle-aux-Poissons; Toulouse; 31000; Francia,Toulouse,Francia,3,Creativa,,2
La Grand'Vigne - Les Sources de Caudalie,Chemin de Smith-Haut-Lafitte; Martillac; 33650; Francia,Martillac,Francia,3,Moderna,Romántico;Productos locales,2
Le Pressoir d'Argent - Gordon Ramsay,InterContinental Bordeaux - Le Grand Hôtel; 2-5 place de la Comédie; Burdeos; 33000; Francia,Burdeos,Francia,3,Moderna,,2
Maison Nouvelle,11 rue Rode; Burdeos; 33000; Francia,Burdeos,Francia,3,Moderna,Romántico,2
Miramar,Passeig Marítim 7; Llançà; 17490; España,Llançà,España,3,Creativa; Pescados y mariscos,Un clásico;Terraza agradable,2
La Table de Franck Putelat,80 chemin des Anglais; au Sud de la Cité; Carcassonne; 11000; Francia,Carcassonne,Francia,3,Creativa,,2
La Table Lionel Giraud,Rond-point de la Liberté; 68 avenue du Général-Leclerc; Narbonne; 11100; Francia,Narbonne,Francia,3,Creativa; Moderna,Mesa del chef;Productos locales,2
La Table de Pavie,Hôtel de Pavie; 5 place du Clocher; Saint-Emilion; 33330; Francia,Saint-Émilion,Francia,3,Creativa,Productos locales,2
Serge Vieira,Le Couffour; Chaudes-Aigues; 15110; Francia,Chaudes-Aigues,Francia,3,Creativa,Productos locales,2
Cyril Attrazic,319 route du Languedoc; Aumont-Aubrac; 48130; Francia,Aumont-Aubrac,Francia,3,Creativa; Moderna,Productos locales,2
Duende,Quai de la Fontaine; Nimes; 30900; Francia,Nimes,Francia,3,Moderna,,2
Il Gallo d'Oro,Estrada Monumental 147; Funchal; 9004-532; Portugal,Funchal,Portugal,3,Moderna,Mesa del chef,2
Michel Kayser - Restaurant Alexandre,2 rue Xavier-Tronc; Garons; 30128; Francia,Garons,Francia,3,Moderna,,2
Anne de Bretagne,Port de Gravette; 163 boulevard de la Tara; La Plaine-sur-Mer; 44770; Francia,La Plaine-sur-Mer,Francia,3,Moderna,Romántico;Productos locales,2
La Table des Amis,Le Mas Les Eydins; 2420 chemin du Four; Bonnieux; 84480; Francia,Bonnieux,Francia,3,Cocina mediterránea,Terraza agradable;Romántico,2
L'Auberge de Saint-Rémy - Fanny Rey & Jonathan Wahid,12 boulevard Mirabeau; Saint-Rémy-de-Provence; 13210; Francia,Saint-Rémy-de-Provence,Francia,3,Moderna,Productos locales,2
Le Pré - Xavier Beaudiment,3 route de la Baraque; Clermont-Ferrand; 63000; Francia,Clermont-Ferrand,Francia,3,Creativa,Grupos;Productos locales,2
L'Auberge des Glazicks,7 rue de la Plage; Plomodiern; 29550; Francia,Plomodiern,Francia,3,Creativa,Productos locales,2
Maison Ronan Kervarrec,1 impasse du Vieux-Bourg; Saint-Grégoire; 35760; Francia,Saint-Grégoire,Francia,3,Moderna,Terraza agradable;Romántico,2
La Voile - La Réserve Ramatuelle,Chemin de la Quessine; Ramatuelle; 83350; Francia,Ramatuelle,Francia,3,Moderna,Productos locales,2
La Pyramide - Maison Henriroux,14 boulevard Fernand-Point; Vienne; 38200; Francia,Vienne,Francia,3,Moderna,Un clásico;Terraza agradable,2
Christophe Hay - Fleur de Loire,26 quai Villebois-Mareuil; Blois; 41000; Francia,Blois,Francia,3,Moderna; Creativa,Productos locales,2
Mère Brazier,12 rue Royale; Lyon; 69001; Francia,Lyon,Francia,3,Clásica,Un clásico,2
Takao Takano,33 rue Malesherbes; Lyon; 69006; Francia,Lyon,Francia,3,Creativa,,2
Le Neuvième Art,173 rue Cuvier; Lyon; 69006; Francia,Lyon,Francia,3,Creativa; Moderna,,2
La Villa Archange,Rue de l'Ouest; Le Cannet; 06110; Francia,Le Cannet,Francia,3,Moderna,Romántico;Productos locales,2
Paul Bocuse,40 rue de la Plage; Collonges-au-Mont-d'Or; 69660; Francia,Collonges-au-Mont-d'Or,Francia,3,Clásica,Un clásico,2
Maison Aribert,280 allée du Jeune-Bayard; Uriage-les-Bains; 38410; Francia,Uriage-les-Bains,Francia,3,Creativa; Moderna,Productos locales,2
Frédéric Doucet,2 avenue de la Libération; Charolles; 71120; Francia,Charolles,Francia,3,Moderna,Productos locales,2
Flaveur,25 rue Gubernatis; Niza; 06000; Francia,Niza,Francia,3,Creativa,Productos locales,2
La Chèvre d'Or,Rue du Barri; Èze; 06360; Francia,Èze,Francia,3,Creativa,Romántico,2
Les Ambassadeurs by Christophe Cussac,Hôtel Métropole Monte-Carlo; 4 avenue de la Madone; Monaco; 98000; Principado de Mónaco,Monaco,Principado de Mónaco,3,Cocina mediterránea,Mesa del chef,2
L'Abysse Monte-Carlo,1 square Beaumarchais; Monaco; 98000; Principado de Mónaco,Monaco,Principado de Mónaco,3,Japonesa; Creativa,Mesa del chef,2
Blue Bay Marcel Ravin,40 avenue Princesse-Grace; Monaco; 98000; Principado de Mónaco,Monaco,Principado de Mónaco,3,Creativa,Terraza agradable;Mesa del chef,2
Georges Blanc,Place du Marché; Vonnas; 01540; Francia,Vonnas,Francia,3,Clásica,Un clásico,2
René et Maxime Meilleur,Hameau de Saint-Marcel; Saint-Martin-de-Belleville; 73440; Francia,Saint-Martin-de-Belleville,Francia,3,Creativa; Regional,Productos locales,2
Cédric Burtin,Chemin de Martorez; Saint-Rémy; 71100; Francia,Saint-Rémy,Francia,3,Creativa; Moderna,Mesa del chef;Terraza agradable,2
Le Sarkara,Le K2 Palace; 238 rue des Clarines; Courchevel 1850; Courchevel; 73120; Francia,Courchevel,Francia,3,Creativa,,2
Slalom 1850,Le Strato; Route de Bellecôte; Courchevel 1850; Courchevel; 73120; Francia,Courchevel,Francia,3,Creativa,,2
Jean Sulpice,303 route du Port; Talloires-Montmin; 74290; Francia,Talloires-Montmin,Francia,3,Creativa,Productos locales;Terraza agradable,2
Sylvestre Wahid - Les Grandes Alpes,28 rue de l'Église; Courchevel 1850; Courchevel; 73120; Francia,Courchevel,Francia,3,Creativa,,2
L'Auberge de Montmin,1983 route de Talloires; Col de la Forclaz; Talloires-Montmin; 74210; Francia,Talloires-Montmin,Francia,3,Creativa,Productos locales,2
La Côte d'Or,Le Relais Bernard Loiseau; 2 avenue Bernard-Loiseau; Saulieu; 21210; Francia,Saulieu,Francia,3,Moderna,Mesa del chef;Un clásico,2
La Table de Yoann Conte,13 vieille route des Pensières; Veyrier-du-Lac; 74290; Francia,Veyrier-du-Lac,Francia,3,Creativa,Productos locales,2
Maison Benoît Vidal,Sur-les-Bois; 79 route de Thônes; Annecy; 74940; Francia,Annecy,Francia,3,Creativa,Terraza agradable,2
Casadelmar,Route de Palombaggia; Porto-Vecchio; 20137; Francia,Porto-Vecchio,Francia,3,Moderna,Terraza agradable,2
La Côte Saint-Jacques,14 faubourg de Paris; Joigny; 89300; Francia,Joigny,Francia,3,Moderna,Mesa del chef;Un clásico,2
Antica Corona Reale,Via Fossano 13; Cervere; 12040; Italia,Cervere,Italia,3,Piamontesa; Moderna,Romántico;Grupos,2
L'Atelier Robuchon,Quai Wilson 37; Ginebra; 1201; Suiza,Ginebra,Suiza,3,Francesa contemporánea,Mesa del chef;Un clásico,2
Le Corot,Les Étangs de Corot; 55 rue de Versailles; Ville-d'Avray; 92410; Francia,Ville-d'Avray,Francia,3,Creativa,Productos locales,2
William Frachot,Hostellerie du Chapeau Rouge; 5 rue Michelet; Dijon; 21000; Francia,Dijon,Francia,3,Moderna; Creativa,Productos locales,2
Le Jules Verne,Tour Eiffel - 6 avenue Gustave-Eiffel; París; 75007; Francia,París,Francia,3,Moderna,Un clásico;Romántico,2
M.B,Maria Zambrano 2; Carretera TF 47; Guía de Isora; 38687; España,Guía de Isora,España,3,Actual,Un clásico,2
El Rincón de Juan Carlos,Avenida Virgen de Guadalupe 21; La Caleta; Adeje; 38679; España,Adeje,España,3,Creativa,Un clásico;Romántico,2
L'Oiseau Blanc,The Peninsula Paris; 19 avenue Kléber; París; 75116; Francia,París,Francia,3,Creativa,,2
Le Taillevent,15 rue Lamennais; París; 75008; Francia,París,Francia,3,Clásica,Un clásico,2
Restaurant Le Meurice Alain Ducasse,Le Meurice; 228 rue de Rivoli; París; 75001; Francia,París,Francia,3,Creativa,Romántico,2
Alliance,5 rue de Poissy; París; 75005; Francia,París,Francia,3,Moderna; Creativa,,2
Marsan par Hélène Darroze,4 rue d'Assas; París; 75006; Francia,París,Francia,3,Moderna,Mesa del chef,2
Le Clarence,31 avenue Franklin-D.-Roosevelt; París; 75008; Francia,París,Francia,3,Creativa,Romántico,2
Blanc,52 rue de Longchamp; París; 75116; Francia,París,Francia,3,Creativa,Mesa del chef,2
David Toutain,29 rue Surcouf; París; 75007; Francia,París,Francia,3,Creativa,Grupos,2
Hakuba,Cheval Blanc Paris; 8 quai du Louvre; París; 75001; Francia,París,Francia,3,Japonesa; Creativa,,2
L'Abysse Paris,8 avenue Dutuit; París; 75008; Francia,París,Francia,3,Japonesa; Creativa,Comer solo,2
L'Orangerie,Four Seasons George V; 31 avenue George-V; París; 75008; Francia,París,Francia,3,Moderna,,2
Guy Savoy,11 quai de Conti; París; 75006; Francia,París,Francia,3,Moderna,Un clásico,2
La Scène,32 avenue Matignon; París; 75008; Francia,París,Francia,3,Moderna,,2
Le Grand Restaurant - Jean-François Piège,7 rue d'Aguesseau; París; 75008; Francia,París,Francia,3,Creativa,,2
Maison Rostang,20 rue Rennequin; París; 75017; Francia,París,Francia,3,Clásica,,2
Table - Bruno Verjus,3 rue de Prague; París; 75012; Francia,París,Francia,3,Creativa,Comer solo;Mesa del chef,2
L'Ambroisie,9 place des Vosges; París; 75004; Francia,París,Francia,3,Clásica,Un clásico,2
Sushi Yoshinaga,27 rue du 4-Septembre; París; 75002; Francia,París,Francia,3,Japonesa,Mesa del chef;Comer solo,2
Virtus,29 rue de Cotte; París; 75012; Francia,París,Francia,3,Moderna; Creativa,,2
Pic Beau-Rivage Palace,Place du Port 17; Lausana; 1006; Suiza,Lausana,Suiza,3,Creativa,Terraza agradable,2
La Table du Lausanne Palace,Rue du Grand Chêne 7; Lausana; 1002; Suiza,Lausana,Suiza,3,Francesa moderna,Romántico,2
Gilles Varone,Rue du Stade 5b; Savièse; 1965; Suiza,Savièse,Suiza,3,Moderna; Cocina de temporada,,2
Locanda Sant'Uffizio Enrico Bartolini,Strada Sant'Uffizio 1; Cioccaro; 14030; Italia,Cioccaro,Italia,3,Piamontesa; Moderna,Un clásico;Romántico,2
Bulle d'Osier,Clos Vauban; 1 place du Colonel-de-Grouchy; Langres; 52200; Francia,Langres,Francia,3,Creativa,Mesa del chef;Productos locales,2
Maison Wenger,Rue de la Gare 2; Le Noirmont; 2340; Suiza,Le Noirmont,Suiza,3,Francesa moderna; Cocina de temporada,Mesa del chef;Romántico,2
D'O,piazza della Chiesa 14; loc. San Pietro all'Olmo; Cornaredo; 20007; Italia,Cornaredo,Italia,3,Creativa; Italiana contemporánea,Romántico;Favorito del inspector,2
Il Piccolo Principe,Piazza Giacomo Puccini 1; Viareggio; 55049; Italia,Viareggio,Italia,3,Creativa; Actual,Romántico,2
Le Parc Les Crayères,64 boulevard Henry-Vasnier; Reims; 51100; Francia,Reims,Francia,3,Moderna,Un clásico,2
Arbane,7 rue Noël; Reims; 51100; Francia,Reims,Francia,3,Creativa,Romántico;Grupos,2
Racine,6 place Godinot; Reims; 51100; Francia,Reims,Francia,3,Creativa,Romántico,2
Verso Capitaneo,Piazza del Duomo 21; Milán; 20121; Italia,Milán,Italia,3,Creativa; Cocina mediterránea,Mesa del chef,2
Seta by Antonio Guida,Via Monte di Pietà 18; Milán; 20121; Italia,Milán,Italia,3,Internacional; Actual,Terraza agradable;Merece la espera,2
La Brezza,via Albarelle 16; Ascona; 6612; Suiza,Ascona,Suiza,3,Cocina mediterránea; Moderna,Terraza agradable,2
Andrea Aprea,Corso Venezia 52; Milán; 20122; Italia,Milán,Italia,3,Italiana contemporánea; Creativa,,2
The Japanese Restaurant,Gotthardstrasse 4; Andermatt; 6490; Suiza,Andermatt,Suiza,3,Japonesa contemporánea; Fusión,Romántico,2
Ecco,via del Segnale 10; Ascona; 6612; Suiza,Ascona,Suiza,3,Creativa; Cocina de temporada,Terraza agradable,2
IGNIV by Andreas Caminada,Furkagasse 9; Andermatt; 6490; Suiza,Andermatt,Suiza,3,A compartir; Moderna,Romántico;Tendencia,2
La Grenouillère,19 rue de la Grenouillère; La Madelaine-sous-Montreuil; 62170; Francia,La Madelaine-sous-Montreuil,Francia,3,Creativa,Mesa del chef,2
roots,Bachlettenstrasse 1; Basilea; 4054; Suiza,Basilea,Suiza,3,Moderna; Cocina de temporada,Productos locales,2
Stucki - Tanja Grandits,Bruderholzallee 42; Basilea; 4059; Suiza,Basilea,Suiza,3,Creativa; Moderna,Un clásico;Terraza agradable,2
Villa Elena,Via San Vigilio 56; Bérgamo; 24129; Italia,Bérgamo,Italia,3,Creativa; Actual,Terraza agradable;Romántico,2
Arnolfo,Viale della Rimembranza 24; Colle di Val d'Elsa; 53034; Italia,Colle di Val d'Elsa,Italia,3,Creativa; Regional,Un clásico,2
Colonnade,Haldenstrasse 10; Lucerna; 6002; Suiza,Lucerna,Suiza,3,Francesa moderna; Cocina de temporada,Comer solo,2
dede,Customs House; Baltimore; P81 K291; Irlanda,Baltimore,Irlanda,3,Turca; Creativa,Terraza agradable,2
Caino,Via della Chiesa 4; Montemerano; 58014; Italia,Montemerano,Italia,3,Toscana; Actual,Un clásico;Romántico,2
focus ATELIER,Seestrasse 18; Vitznau; 6354; Suiza,Vitznau,Suiza,3,Francesa creativa; Cocina de temporada,Romántico,2
Campo del Drago,Località Castiglion del Bosco; Montalcino; 53024; Italia,Montalcino,Italia,3,Actual; Toscana,Terraza agradable,2
La Table d'Olivier Nasti,9-13 rue du Général-de-Gaulle; Kaysersberg; 68240; Francia,Kaysersberg,Francia,3,Creativa,Productos locales,2
Hirschen,Hauptstraße 69; Sulzburg; 79295; Alemania,Sulzburg,Alemania,3,Creativa; Cocina de temporada,,2
JY'S,3 allée du Champ-de-Mars; Colmar; 68000; Francia,Colmar,Francia,3,Creativa,,2
Magdalena,Rickenbachstrasse 127; Schwyz; 6432; Suiza,Schwyz,Suiza,3,Moderna; Cocina de temporada,Romántico,2
La Table de Christophe Dufossé,1098 rue de Lillers; Busnes; 62350; Francia,Busnes,Francia,3,Moderna,Productos locales,2
7132 Silver,Poststrasse 560; Vals; 7132; Suiza,Vals,Suiza,3,Creativa; Innovadora,Mesa del chef,2
Santa Elisabetta,Piazza Santa Elisabetta 3; Florencia; 50122; Italia,Florencia,Italia,3,Creativa; Cocina mediterránea,,2
Auberge de l'Ill,2 rue de Collonges-au-Mont-d'Or; Illhaeusern; 68970; Francia,Illhaeusern,Francia,3,Clásica,Un clásico,2
hide and fox,The Green; Saltwood; CT21 4PS; Reino Unido,Saltwood,Reino Unido,3,Inglesa moderna,Romántico,2
Widder Restaurant,Rennweg 7; Zúrich; 8001; Suiza,Zúrich,Suiza,3,Francesa moderna; Actual,Mesa del chef,2
Terre,Manor House; Castlemartyr Resort; Castlemartyr; P25 X300; Irlanda,Castlemartyr,Irlanda,3,Moderna,Romántico,2
The Counter,Bahnhofplatz 15; Zúrich; 8001; Suiza,Zúrich,Suiza,3,Creativa; Moderna,Mesa del chef,2
IGNIV Zürich by Andreas Caminada,Marktgasse 17; Zúrich; 8001; Suiza,Zúrich,Suiza,3,A compartir; Moderna,,2
The Restaurant,Kurhausstrasse 65; Zúrich; 8032; Suiza,Zúrich,Suiza,3,Creativa; Moderna,Romántico,2
Hand and Flowers,126 West Street; Marlow; SL7 2BP; Reino Unido,Marlow,Reino Unido,3,Inglesa moderna,Un clásico,2
Brooklands by Claude Bosi,The Peninsula Hotel; 1 Grosvenor Place; Belgravia; Londres; SW1X 7HJ; Reino Unido,Londres,Reino Unido,3,Moderna,Terraza agradable,2
A. Wong,70 Wilton Road; Victoria; Londres; SW1V 1DE; Reino Unido,Londres,Reino Unido,3,China,Un clásico,2
Mühle,Unterer Mühlenweg 13; Schluchsee; 79859; Alemania,Schluchsee,Alemania,3,Moderna; Internacional,Romántico,2
Dinner by Heston Blumenthal,Mandarin Oriental Hyde Park; 66 Knightsbridge; Knightsbridge; Londres; SW1X 7LA; Reino Unido,Londres,Reino Unido,3,Inglesa tradicional,Mesa del chef,2
Alex Dilling at Hotel Café Royal,68 Regent Street; Soho; Londres; W1B 4DY; Reino Unido,Londres,Reino Unido,3,Francesa moderna,Romántico,2
The Ritz Restaurant,150 Piccadilly; St James’s; Londres; W1J 9BR; Reino Unido,Londres,Reino Unido,3,Inglesa moderna,Un clásico,2
Bonheur by Matt Abé,43 Upper Brook Street; Mayfair; Londres; W1K 7QR; Reino Unido,Londres,Reino Unido,3,Moderna,,2
Restaurant Story,199 Tooley Street; Southwark; Londres; SE1 2JX; Reino Unido,Londres,Reino Unido,3,Moderna,Un clásico,2
Gymkhana,42 Albemarle Street; Mayfair; Londres; W1S 4JH; Reino Unido,Londres,Reino Unido,3,Hindú,Un clásico,2
Row on 5,5 Savile Row; Mayfair; Londres; W1S 3PB; Reino Unido,Londres,Reino Unido,3,Moderna; Creativa,Mesa del chef,2
Ikoyi,180 Strand; Strand; Londres; WC2R 1EA; Reino Unido,Londres,Reino Unido,3,Creativa,Un clásico,2
Humble Chicken,54 Frith Street; Soho; Londres; W1D 4SL; Reino Unido,Londres,Reino Unido,3,Japonesa,Mesa del chef,2
Kitchen Table,70 Charlotte Street; Fitzrovia; Londres; W1T 4QG; Reino Unido,Londres,Reino Unido,3,Moderna; Creativa,Mesa del chef,2
The Clove Club,Shoreditch Town Hall; 380 Old Street; Shoreditch; Londres; EC1V 9LT; Reino Unido,Londres,Reino Unido,3,Creativa,Un clásico,2
Trivet,36 Snowsfields; Southwark; Londres; SE1 3SU; Reino Unido,Londres,Reino Unido,3,Moderna,Grupos,2
Da Terra,Town Hall Hotel; 8 Patriot Square; Bethnal Green; Londres; E2 9NF; Reino Unido,Londres,Reino Unido,3,Creativa,Mesa del chef,2
Rozó,34 rue Raymond-Derain; Marcq-en-Barœul; 59700; Francia,Marcq-en-Barœul,Francia,3,Creativa; Moderna,,2
Ammolite - House of Light,Peter-Thumb-Straße 6; Rust; 77977; Alemania,Rust,Alemania,3,Moderna; Francesa clásica,,2
La Fourchette des Ducs,6 rue de la Gare; Obernai; 67210; Francia,Obernai,Francia,3,Moderna,Un clásico;Romántico,2
Da Vittorio - St. Moritz,Via Johannes Badrutt 11; Sankt Moritz; 7500; Suiza,Sankt Moritz,Suiza,3,Italiana,Un clásico,2
